StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Facilidad,Dificultad,Dificultad_1_TEXT,InfoUtil_1,PostuBene,Recomendar_NPS_GROUP,Recomendar,SelectMode.PP,SelectMode.under50,Comp1.PP,Comp2.PP,Comp3.PP,Comp4.PP,Comp5.PP,Comp6.PP,Comp7.PP,Curiosity_1,Confidence_1,Intro,Q18500,Q18500-repeat,Q15000,Q13500,Q12700,Q12400,Q13100,Q14300,Q14700,Q13900,Q16700,Q15900,Q15500,Q16300,Q17600,Q17100,Q18000,Q22200,Q24200,Q23200,Q23700,Q22700,Q25200,Q25800,Q24700,Q20300,Q19400,Q18900,Q19800,Q21200,Q20700,Q21700,MathChild,Confused,QMath1,QMath2,QMath3,LotteryRisk,Risk_Tende_1,Comentario_final,SC0,survey,show-up,age,UID,uemail,esfuerzo,total_reward,perfil,website,genero,name1,name2,name3,name4,Pn1,pn1,name5,name6,name7,name8,verb1,verb2,verb3,noun1,dueño,contratado,un,herido,tetra,lo,solo,ciego,mismo,declarado,el,hn1,dueña,contratada,una,herida,la,sola,ciega,misma,declarada,ella
2022-07-27 07:03:34,2022-07-27 07:13:04,IP Address,181.43.229.140,100,570,True,2022-07-27 07:13:04,R_1QgvuTesnQSU0qE,,,,,-33.4513,-70.6653,anonymous,ES-ES,3,No,,7,Sí,Pasivo,8,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,Sí,$1.000.000,8,9,,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Dentro de 12 meses,,Dentro de 12 meses,,,,,,,,,,,,,,,,,,,,,,,Mucho mejor que el promedio,Ni de acuerdo ni en desacuerdo,Más de $125.000.000,Entre 30 y 40 años,105000,50% probabilidades de ganar $1.440 y 50% probabilidades de ganar $360,8,"Me parece interesante, y hay que instruirse un poco mas",7,OE_USACH_NN,3500,61,920-1-3-61-,920,3000,9500,,3,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
2022-07-27 07:17:54,2022-07-27 07:48:14,IP Address,201.94.151.23,100,1819,True,2022-07-27 07:48:14,R_2ZDLBIktn5Ywq1B,,,,,-33.6358,-70.5477,anonymous,ES-ES,4,No,,9,Sí,Promotor,9,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,10,9,,Dentro de 12 meses,,Dentro de 12 meses,Dentro de 12 meses,Hoy,,Hoy,,,,,,,,,,,,,,,,,,,,,,,,,,Más o menos igual al promedio,Ni de acuerdo ni en desacuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,50% probabilidades de ganar $1.080 y 50% probabilidades de ganar $540,7,"Me gusto, a pesar que tengo pocas habilidades financieras.
Respecto a la PGU, me quedo claro que debo postular.",8,OE_USACH_NN,3500,68,7987-2-1-68-,7987,3500,10000,,1,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-27 07:29:01,2022-07-27 08:11:10,IP Address,191.126.51.237,100,2528,True,2022-07-27 08:11:11,R_1lAx2LVwfPXfmrZ,,,,,-33.4513,-70.6653,anonymous,ES-ES,3,No,,8,No,Pasivo,8,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$200.000,9,9,,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Hoy,Hoy,,,,,,,,,,,,,,,,,,,,,,,,Mejor que el promedio,Ni de acuerdo ni en desacuerdo,Entre $120.000.000 y $125.000.000,Entre 20 y 30 años,5000,50% probabilidades de ganar $1.440 y 50% probabilidades de ganar $360,8,Interesante y muy ludica,7,OE_USACH_NN,3500,59,6339-1-2-59-,6339,3000,9500,,2,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
2022-07-27 14:40:06,2022-07-27 14:54:15,IP Address,181.160.91.136,100,849,True,2022-07-27 14:54:16,R_3njfjclkJo43WwQ,,,,,-36.6006,-72.1174,anonymous,ES-ES,Muy fácil  5,No,,9,Sí,Pasivo,8,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,No,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,10,9,,Dentro de 12 meses,,Hoy,,,,,,,,Hoy,,,,Hoy,,Dentro de 12 meses,,,,,,,,,,,,,,,,Mejor que el promedio,En desacuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,100% probabilidades de ganar $720,7,"Entretenida, de formato simple y amigable, preguntas objetivas y directas.",6,OE_USACH_NN,3500,54,2542-2-2-54-0,2542,2500,9000,0,2,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-27 14:56:16,2022-07-27 15:05:19,IP Address,181.43.151.17,100,542,True,2022-07-27 15:05:20,R_NXvIRYLaM4jJhcd,,,,,-33.4513,-70.6653,anonymous,ES-ES,3,No,,3,Sí,Pasivo,7,Pensión Garantizada Universal,,A partir de los 60 años para mujeres y de los 65 para hombres,Tener ClaveÚnica,Sí,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,9,10,,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Dentro de 12 meses,,Dentro de 12 meses,,,,,,,,,,,,,,,,,,,,,,,Mejor que el promedio,Ni de acuerdo ni en desacuerdo,Entre $120.000.000 y $125.000.000,Entre 20 y 30 años,10000,100% probabilidades de ganar $720,4,No me quedó claro el objetivo de la encuesta,5,OE_USACH_NN,3500,52,3758-1-8-52-0,3758,2500,9000,0,8,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
2022-07-27 15:14:02,2022-07-27 15:25:55,IP Address,190.44.226.250,100,712,True,2022-07-27 15:25:56,R_XBo8oBwGMl287cZ,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,9,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 60 años para mujeres y de los 65 para hombres,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,Sí,$200.000,10,9,,Dentro de 12 meses,,Hoy,,,,,,,,Dentro de 12 meses,Hoy,,Dentro de 12 meses,,,,,,,,,,,,,,,,,,,Mejor que el promedio,Ni de acuerdo ni en desacuerdo,Más de $125.000.000,Nunca se terminaría de pagar el crédito,10000,50% probabilidades de ganar $1.080 y 50% probabilidades de ganar $540,9,"Muy buena la encuesta, entretenida y precisa, me gusto muchisimo",6,OE_USACH_NN,3500,53,7885-2-1-53-0,7885,2000,8500,0,1,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-27 16:53:23,2022-07-27 17:02:00,IP Address,181.42.46.185,100,516,True,2022-07-27 17:02:01,R_2qgGRWPfDtPbWMH,,,,,-33.4513,-70.6653,anonymous,ES-ES,4,No,,8,Sí,Pasivo,8,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,Sí,$1.000.000,8,8,,Hoy,,,,,,,,,,,,,,,,,Dentro de 12 meses,,,,,,,,Dentro de 12 meses,Dentro de 12 meses,Hoy,,,,,Más o menos igual al promedio,De acuerdo,Entre $120.000.000 y $125.000.000,Entre 20 y 30 años,110000,100% probabilidades de ganar $720,6,"Me pareció entretenida, informativa u fácil de 
realizar.
",5,OE_USACH_NN,3500,52,1424-2-8-52-0,1424,2500,9000,0,8,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-27 17:39:53,2022-07-27 17:51:50,IP Address,201.220.122.140,100,717,True,2022-07-27 17:51:50,R_1Ffd1fQIjA9sdfY,,,,,-42.4628,-73.5176,anonymous,ES-ES,Nada fácil  1,No,,8,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 60 años para mujeres y de los 65 para hombres,Tener ClaveÚnica,Sí,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,Sí,$1.000.000,10,10,,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Hoy,Hoy,,,,,,,,,Mucho mejor que el promedio,De acuerdo,Menos de $120.000.000,Entre 20 y 30 años,10000,100% probabilidades de ganar $720,9,Entusiasmada,4,OE_USACH_NN,3500,63,2190-2-3-63-0,2190,2000,8500,0,3,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-27 18:33:00,2022-07-27 18:45:07,IP Address,181.163.220.67,100,727,True,2022-07-27 18:45:09,R_1DO6gLPkdfZlDg6,,,,,-35.435,-71.6644,anonymous,ES-ES,4,No,,8,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$200.000,10,8,,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Dentro de 12 meses,,Hoy,,,,,,,,,,,,,,,,,,,,,,,Más o menos igual al promedio,Totalmente de acuerdo,Entre $120.000.000 y $125.000.000,Entre 20 y 30 años,10000,100% probabilidades de ganar $720,3,"Entretenido , aunque ya la mente no funcione al 100",6,OE_USACH_NN,3500,60,4558-2-8-60-0,4558,3000,9500,0,8,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-27 18:55:52,2022-07-27 19:03:16,IP Address,186.11.96.39,100,443,True,2022-07-27 19:03:16,R_2CrhLgWo9NxUtis,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,10,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,No,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,10,10,,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Dentro de 12 meses,,Dentro de 12 meses,,,,,,,,,,,,,,,,,,,,,,,Mejor que el promedio,En desacuerdo,Más de $125.000.000,Menos de 20 años,10000,100% probabilidades de ganar $720,10,Bastante entretenida por el aporte de antecedentes que no conocía.,7,OE_USACH_NN,3500,58,626-1-3-58-0,626,3000,9500,0,3,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
2022-07-27 19:50:27,2022-07-27 19:57:59,IP Address,186.10.194.163,100,451,True,2022-07-27 19:58:00,R_3rZF2GFxOPmnU0b,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,7,Sí,Promotor,9,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,No,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,8,7,,Hoy,,,,,,,,,,,,,,,,,Dentro de 12 meses,,,,,,,,Dentro de 12 meses,Hoy,,Hoy,,,,Mucho mejor que el promedio,En desacuerdo,Más de $125.000.000,Nunca se terminaría de pagar el crédito,5000,100% probabilidades de ganar $720,7,"Entretenida e informativa ",9,OE_USACH_NN,3500,51,4790-2-2-51-0,4790,3000,9500,0,2,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-27 20:34:10,2022-07-27 20:47:03,IP Address,190.101.72.187,100,772,True,2022-07-27 20:47:03,R_BPRyC3CNTjDGipH,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,9,Sí,Promotor,9,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,10,10,,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Dentro de 12 meses,,Dentro de 12 meses,,,,,,,,,,,,,,,,,,,,,,,Mejor que el promedio,Totalmente en desacuerdo,Más de $125.000.000,Entre 20 y 30 años,5000,50% probabilidades de ganar $2.160 y 50% probabilidades de ganar $0,8,Fue cómoda y hasta entretenida. Fue fácil de responder,9,OE_USACH_NN,3500,56,4555-1-1-56-0,4555,3500,10000,0,1,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
2022-07-27 22:29:27,2022-07-27 22:42:07,IP Address,45.232.176.78,100,760,True,2022-07-27 22:42:08,R_31AT0LJaZbhaFlI,,,,,-33.4513,-70.6653,anonymous,ES-ES,3,No,,7,Sí,Promotor,9,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,Sí,$1.000.000,10,6,,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Dentro de 12 meses,,Dentro de 12 meses,,,,,,,,,,,,,,,,,,,,,,,Más o menos igual al promedio,Totalmente de acuerdo,Más de $125.000.000,Menos de 20 años,10000,50% probabilidades de ganar $2.160 y 50% probabilidades de ganar $0,5,Buena y entretenida,7,OE_USACH_NN,3500,58,8620-2-3-58-0,8620,3000,9500,0,3,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-28 00:20:04,2022-07-28 00:33:35,IP Address,200.111.223.22,100,810,True,2022-07-28 00:33:36,R_3fNRgGvvFKfYe9g,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,9,Sí,Promotor,9,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,9,9,,Dentro de 12 meses,,Hoy,,,,,,,,Hoy,,,,Dentro de 12 meses,Dentro de 12 meses,,,,,,,,,,,,,,,,,Mejor que el promedio,Ni de acuerdo ni en desacuerdo,Más de $125.000.000,Nunca se terminaría de pagar el crédito,10000,50% probabilidades de ganar $1.080 y 50% probabilidades de ganar $540,7,me ayudo a comprender mejor que opciones tengo para mi futura pensión,9,OE_USACH_NN,3500,55,9037-2-2-55-0,9037,3500,10000,0,2,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-28 06:23:30,2022-07-28 06:34:13,IP Address,186.104.92.199,100,643,True,2022-07-28 06:34:14,R_2QX35H0IZ4GEJTK,,,,,-33.4513,-70.6653,anonymous,ES-ES,4,No,,9,Sí,Promotor,9,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$630.000,10,9,,Hoy,,,,,,,,,,,,,,,,,Dentro de 12 meses,,,,,,,,Dentro de 12 meses,Dentro de 12 meses,Hoy,,,,,Más o menos igual al promedio,Ni de acuerdo ni en desacuerdo,Más de $125.000.000,Nunca se terminaría de pagar el crédito,10000,50% probabilidades de ganar $1.080 y 50% probabilidades de ganar $540,5,"Muy interesante, se aprende y da para pensar",8,OE_USACH_NN,3500,65,9221-1-1-65-0,9221,3000,9500,0,1,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
2022-07-28 11:31:33,2022-07-28 11:42:52,IP Address,186.10.233.218,100,678,True,2022-07-28 11:42:53,R_UmxoNEGZC8ieZMZ,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,8,Sí,Pasivo,8,Pensión Garantizada Universal,,A partir de los 60 años para mujeres y de los 65 para hombres,Tener ClaveÚnica,No,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,Sí,$630.000,10,7,,Hoy,,,,,,,,,,,,,,,,,Hoy,Dentro de 12 meses,Hoy,Hoy,,,,,,,,,,,,Más o menos igual al promedio,Ni de acuerdo ni en desacuerdo,Entre $120.000.000 y $125.000.000,Entre 20 y 30 años,10000,50% probabilidades de ganar $1.440 y 50% probabilidades de ganar $360,8,Mi comentario es que esta encuesta sirve para orientarse sobre el futuro de pensiones y saber qué necesitamos realmente.,3,OE_USACH_NN,3500,57,5404-2-1-57-0,5404,1500,8000,0,1,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-28 11:38:34,2022-07-28 11:48:30,IP Address,168.196.203.118,100,595,True,2022-07-28 11:48:30,R_3pi0Y6UM4CuJYXN,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,9,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,No,A través del Estado con los impuestos,Por encontrarse dentro del 50% de menores ingresos,Sí,$630.000,10,10,,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Hoy,Hoy,,,,,,,,,Mucho mejor que el promedio,De acuerdo,Más de $125.000.000,Menos de 20 años,10000,50% probabilidades de ganar $2.160 y 50% probabilidades de ganar $0,8,Excelente experiencia,4,OE_USACH_NN,3500,62,3790-2-1-62-0,3790,1500,8000,0,1,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-28 11:55:27,2022-07-28 12:04:46,IP Address,190.215.110.10,100,559,True,2022-07-28 12:04:47,R_a8HbSaKmPfpk4M1,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,10,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,Sí,$1.000.000,10,10,,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Hoy,Hoy,,,,,,,,,Más o menos igual al promedio,Ni de acuerdo ni en desacuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,50% probabilidades de ganar $1.440 y 50% probabilidades de ganar $360,8,Muy interesante,7,OE_USACH_NN,3500,58,8788-1-3-58-0,8788,3000,9500,0,3,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
2022-07-28 12:16:59,2022-07-28 12:28:18,IP Address,190.100.191.72,100,678,True,2022-07-28 12:28:18,R_2qz1uY19mAMWufn,,,,,-18.4731,-70.3034,anonymous,ES-ES,Muy fácil  5,No,,10,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 60 años para mujeres y de los 65 para hombres,Tener ClaveÚnica,Sí,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,10,10,,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Hoy,Hoy,,,,,,,,,,,,,,,,,,,,,,,,Mucho mejor que el promedio,En desacuerdo,Más de $125.000.000,Entre 20 y 30 años,5000,100% probabilidades de ganar $720,7,Muy interesante y entretenida.  Gracias!.,7,OE_USACH_NN,3500,51,6258-1-2-51-0,6258,2500,9000,0,2,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
2022-07-28 12:36:53,2022-07-28 12:45:13,IP Address,143.255.107.171,100,499,True,2022-07-28 12:45:15,R_3DjtgkJFLfiB6FU,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,10,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 60 años para mujeres y de los 65 para hombres,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,10,10,,Hoy,,,,,,,,,,,,,,,,,Dentro de 12 meses,,,,,,,,Dentro de 12 meses,Hoy,,Hoy,,,,Mejor que el promedio,Ni de acuerdo ni en desacuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,50% probabilidades de ganar $1.440 y 50% probabilidades de ganar $360,5,"Entretenida, me hizo pensar ",7,OE_USACH_NN,3500,61,2369-2-2-61-0,2369,3000,9500,0,2,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-28 13:20:04,2022-07-28 13:30:34,IP Address,201.219.239.17,100,630,True,2022-07-28 13:30:35,R_1NmMexW9cwP0jLv,,,,,-23.6464,-70.398,anonymous,ES-ES,2,No,,9,Sí,Pasivo,8,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,Sí,$200.000,7,7,,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Hoy,Hoy,,,,,,,,,Más o menos igual al promedio,En desacuerdo,Entre $120.000.000 y $125.000.000,Menos de 20 años,10000,50% probabilidades de ganar $1.800 y 50% probabilidades de ganar $180,3,"Tendré que informarme un poco más 
Muchas gracias",4,OE_USACH_NN,3500,56,4328-2-3-56-0,4328,2000,8500,0,3,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-28 13:12:34,2022-07-28 13:39:44,IP Address,190.151.32.18,100,1630,True,2022-07-28 13:39:45,R_3s4F9P9EkX9WN0M,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,10,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,10,10,,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Hoy,Dentro de 12 meses,,,,,,,,,,,,,,,,,,,,,,,,Mucho mejor que el promedio,Totalmente de acuerdo,No sabe / No contesta,Menos de 20 años,5000,100% probabilidades de ganar $720,1,"Fue interesante y agradable de contestar, aunque algunos cálculos me suoeraron.",8,OE_USACH_NN,3500,52,2691-2-8-52-0,2691,3500,10000,0,8,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-28 13:47:34,2022-07-28 13:59:35,IP Address,163.247.52.14,100,720,True,2022-07-28 13:59:37,R_1pFFcGNB7YLvlVn,,,,,-33.4513,-70.6653,anonymous,ES-ES,4,No,,8,Sí,Promotor,9,Pensión Garantizada Universal,,A partir de los 60 años para mujeres y de los 65 para hombres,Tener ClaveÚnica,Sí,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,10,9,,Dentro de 12 meses,,Dentro de 12 meses,Dentro de 12 meses,Hoy,,Hoy,,,,,,,,,,,,,,,,,,,,,,,,,,Mejor que el promedio,En desacuerdo,Más de $125.000.000,Entre 20 y 30 años,5,50% probabilidades de ganar $2.160 y 50% probabilidades de ganar $0,7,Buena,6,OE_USACH_NN,3500,66,9924-2-3-66-,9924,2500,9000,,3,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-28 14:14:38,2022-07-28 14:27:06,IP Address,200.74.107.195,100,747,True,2022-07-28 14:27:07,R_10UaIkDT7Mrv0dK,,,,,-33.4513,-70.6653,anonymous,ES-ES,4,No,,9,Sí,Detractor,3,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,Sí,$1.000.000,7,9,,Dentro de 12 meses,,Dentro de 12 meses,Dentro de 12 meses,Hoy,,Hoy,,,,,,,,,,,,,,,,,,,,,,,,,,Peor que al promedio,Ni de acuerdo ni en desacuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,50% probabilidades de ganar $2.160 y 50% probabilidades de ganar $0,7,"satisfactoria
",7,OE_USACH_NN,3500,54,4755-2-2-54-0,4755,3000,9500,0,2,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
